,Ward_Precinct,Unnamed: 0,Unnamed: 0.1,MICHELLE WU,PAT PAYASO,MICHAEL F FLAHERTY,AYANNA S PRESSLEY,DOMINGOS DAROSA,ALTHEA GARRISON,ANNISSA E GEORGE,WILLIAM A KING,ALL OTHERS,VOTES CAST,BLANKS,BALLOTS CAST,Registered Voters,Turnout,Unnamed: 0.1.1,Precinct,Total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total.1,White (alone),Black or African American (alone),Hispanic or Latino (alone),American Indian and Alaska Native (alone),Asian (alone),Native Hawaiian and Other Pacific Islander (alone),Some Other Race/Ethnicity (alone),Two or More Races/Ethnicities  (alone),Black Percentage,Native American Percentage,Asian Percentage,Native Hawaiian/Pacific Islander Percentage,Other Race Percentage,Two or more races Percentage,Hispanic Percentage,White Percentage,Hispanic & Black Percentage,Black plurality (Y/N),Pressley percentage,Wu Percentage,Flaherty Percentage,Annissa Percentage,Latino plurality (Y/N),White plurality (Y/N),Asian plurality (Y/N),Year
151,1609,151,151,267,22,489,279,23,45,396,26,2,1549,1131,670,1498,0.447263017,152,1609,1655,1514,55,3,51,0,15,17,1655,1490,54,45,0,51,0,2,13,3.32326284,0.181268882,3.081570997,0,0.906344411,1.027190332,2.719033233,91.48036254,6.042296073,N,18.0116204,17.23692705,31.56875403,25.56488057,N,Y,N,2017
152,1610,152,152,222,18,313,208,15,40,267,21,3,1107,661,442,1341,0.329604773,153,1610,1559,1191,184,1,116,2,32,33,1559,1158,174,70,1,116,1,10,29,11.80243746,0.064143682,7.440667094,0.128287364,2.052597819,2.116741501,4.490057729,76.39512508,16.29249519,N,18.78952123,20.05420054,28.27461608,24.11924119,N,Y,N,2017
153,1611,153,153,333,27,406,320,33,62,350,33,11,1575,837,603,1466,0.411323329,154,1611,1575,1084,283,5,140,0,33,30,1575,1049,272,78,5,135,0,14,22,17.96825397,0.317460317,8.888888889,0,2.095238095,1.904761905,4.952380952,68.82539683,22.92063492,N,20.31746032,21.14285714,25.77777778,22.22222222,N,Y,N,2017
154,1612,154,154,326,18,566,260,18,46,424,23,2,1683,1109,698,1192,0.58557047,155,1612,1289,1208,46,4,16,0,9,6,1289,1197,45,15,4,16,0,6,6,3.568657874,0.310318076,1.241272304,0,0.698215671,0.465477114,1.163692785,93.71605896,4.732350659,N,15.44860368,19.37017231,33.63042187,25.19310755,N,Y,N,2017
155,1701,155,155,99,14,69,186,24,61,80,20,4,557,507,266,1209,0.220016543,156,1701,1313,132,961,16,4,0,132,68,1313,44,927,243,4,4,0,32,59,73.19116527,1.218583397,0.304645849,0,10.05331302,5.178979436,18.50723534,10.05331302,91.69840061,Y,33.39317774,17.77378815,12.38779174,14.36265709,N,N,N,2017
156,1702,156,156,94,8,70,131,49,46,69,13,1,481,355,209,826,0.253026634,157,1702,983,85,617,6,93,2,124,56,983,55,563,176,1,91,0,51,46,62.76703967,0.610376399,9.460834181,0.2034588,12.61444557,5.696846389,17.90437436,8.646998983,80.67141404,Y,27.23492723,19.54261954,14.55301455,14.34511435,N,N,N,2017
157,1703,157,157,251,23,198,379,73,110,200,46,7,1287,865,538,1821,0.295442065,158,1703,1996,338,1383,2,40,3,151,79,1996,267,1330,273,1,40,0,35,50,69.28857715,0.100200401,2.004008016,0.150300601,7.565130261,3.957915832,13.67735471,16.93386774,82.96593186,Y,29.44832945,19.5027195,15.38461538,15.54001554,N,N,N,2017
158,1704,158,158,316,26,251,439,52,112,249,38,2,1485,1063,637,1827,0.348659004,159,1704,2105,514,1236,10,160,0,102,83,2105,492,1190,145,10,158,0,45,65,58.71733967,0.475059382,7.600950119,0,4.845605701,3.942992874,6.888361045,24.41805226,65.60570071,Y,29.56228956,21.27946128,16.9023569,16.76767677,N,N,N,2017
159,1705,159,159,61,6,57,115,16,47,50,20,4,376,408,196,877,0.223489168,160,1705,981,48,777,9,17,1,86,43,981,20,718,189,3,17,1,6,27,79.20489297,0.917431193,1.732925586,0.101936799,8.76656473,4.383282365,19.26605505,4.892966361,98.47094801,Y,30.58510638,16.22340426,15.15957447,13.29787234,N,N,N,2017
160,1706,160,160,196,16,138,266,45,70,171,34,5,941,595,384,1336,0.28742515,161,1706,1526,386,790,10,130,1,137,72,1526,329,745,220,8,130,0,36,58,51.76933159,0.655307995,8.519003932,0.065530799,8.977719528,4.718217562,14.41677588,25.2948886,66.18610747,Y,28.26780021,20.82890542,14.66524973,18.17215728,N,N,N,2017
161,1707,161,161,66,5,60,128,23,50,47,34,6,419,329,187,728,0.256868132,162,1707,803,44,684,4,10,0,28,33,803,40,660,59,3,10,0,12,19,85.18057285,0.498132005,1.245330012,0,3.486924035,4.109589041,7.347447073,5.479452055,92.52801993,Y,30.54892601,15.75178998,14.31980907,11.21718377,N,N,N,2017
162,1708,162,162,148,5,137,243,45,87,115,38,0,818,494,328,1210,0.27107438,163,1708,1261,100,1002,9,10,0,91,49,1261,59,958,191,2,10,0,14,27,79.46074544,0.71371927,0.793021412,0,7.216494845,3.885804917,15.14670896,7.930214116,94.6074544,Y,29.70660147,18.09290954,16.74816626,14.05867971,N,N,N,2017
163,1709,163,163,224,15,126,246,40,60,178,19,1,909,471,345,904,0.381637168,164,1709,1032,430,463,3,55,0,49,32,1032,387,444,97,3,55,0,18,28,44.86434109,0.290697674,5.329457364,0,4.748062016,3.100775194,9.399224806,41.66666667,54.26356589,Y,27.06270627,24.64246425,13.86138614,19.5819582,N,N,N,2017
164,1710,164,164,173,16,159,292,50,89,127,41,3,950,778,432,1672,0.258373206,165,1710,1842,111,1537,5,13,0,116,60,1842,68,1471,197,4,13,0,37,52,83.44191097,0.271444083,0.705754615,0,6.297502714,3.25732899,10.69489685,6.026058632,94.13680782,Y,30.73684211,18.21052632,16.73684211,13.36842105,N,N,N,2017
165,1711,165,165,88,9,55,132,22,34,69,12,0,421,263,171,633,0.27014218,166,1711,708,103,486,1,41,0,54,23,708,86,468,66,1,41,0,31,15,68.6440678,0.141242938,5.790960452,0,7.627118644,3.248587571,9.322033898,14.5480226,77.96610169,Y,31.35391924,20.90261283,13.06413302,16.38954869,N,N,N,2017
166,1712,166,166,158,8,123,212,34,84,98,20,4,741,555,324,929,0.34876211,167,1712,1011,132,750,2,45,0,45,37,1011,120,729,76,2,42,0,16,26,74.18397626,0.197823937,4.451038576,0,4.451038576,3.659742829,7.517309594,13.05637982,81.70128586,Y,28.6099865,21.32253711,16.59919028,13.22537112,N,N,N,2017
167,1713,167,167,298,24,286,309,48,90,257,34,6,1352,720,518,1251,0.414068745,168,1713,1535,840,458,2,121,0,52,62,1535,812,440,96,2,120,0,14,51,29.83713355,0.13029316,7.882736156,0,3.38762215,4.039087948,6.254071661,54.72312704,36.09120521,N,22.85502959,22.04142012,21.15384615,19.00887574,N,Y,N,2017
168,1714,168,168,301,26,239,334,55,113,246,35,6,1355,577,483,1300,0.371538462,169,1714,1412,429,821,0,70,3,45,44,1412,397,792,106,0,70,0,17,30,58.14447592,0,4.957507082,0.212464589,3.186968839,3.116147309,7.507082153,30.38243626,65.65155807,Y,24.64944649,22.21402214,17.63837638,18.15498155,N,N,N,2017
169,1801,169,169,266,29,228,408,87,118,167,65,4,1372,1072,611,2168,0.281826568,170,1801,2382,221,1849,20,28,0,174,90,2382,166,1748,358,9,28,0,22,51,77.62384551,0.839630563,1.175482788,0,7.304785894,3.778337531,15.02938707,9.277917716,92.65323258,Y,29.73760933,19.3877551,16.6180758,12.17201166,N,N,N,2017
170,1802,170,170,175,7,153,238,50,77,91,62,1,854,674,382,1456,0.262362637,171,1802,1772,46,1598,8,17,1,51,51,1772,22,1544,131,4,16,0,12,43,90.18058691,0.451467269,0.959367946,0.056433409,2.878103837,2.878103837,7.392776524,2.595936795,97.57336343,Y,27.86885246,20.49180328,17.91569087,10.6557377,N,N,N,2017
171,1803,171,171,209,10,159,329,59,130,119,63,0,1078,866,486,1721,0.282393957,172,1803,2048,98,1776,19,18,2,68,67,2048,51,1727,178,15,17,2,7,51,86.71875,0.927734375,0.87890625,0.09765625,3.3203125,3.271484375,8.69140625,4.78515625,95.41015625,Y,30.51948052,19.3877551,14.74953618,11.03896104,N,N,N,2017
172,1804,172,172,179,11,150,288,34,80,116,33,3,894,886,445,1753,0.253850542,173,1804,2024,96,1764,5,9,0,95,55,2024,70,1711,168,5,9,0,21,40,87.1541502,0.247035573,0.444664032,0,4.693675889,2.717391304,8.300395257,4.743083004,95.45454545,Y,32.2147651,20.02237136,16.77852349,12.9753915,N,N,N,2017
173,1805,173,173,251,21,203,310,69,102,115,54,3,1128,1052,545,1728,0.315393519,174,1805,1923,104,1681,24,4,0,56,54,1923,82,1630,147,10,4,0,13,37,87.41549662,1.248049922,0.20800832,0,2.912116485,2.808112324,7.644305772,5.408216329,95.05980239,Y,27.4822695,22.25177305,17.9964539,10.19503546,N,N,N,2017
174,1806,174,174,319,22,228,371,75,150,191,90,3,1449,947,599,1935,0.309560724,175,1806,1999,171,1672,8,13,0,69,66,1999,110,1632,184,7,13,0,6,47,83.64182091,0.4002001,0.650325163,0,3.451725863,3.301650825,9.204602301,8.554277139,92.84642321,Y,25.60386473,22.01518288,15.73498965,13.18150449,N,N,N,2017
175,1807,175,175,283,22,180,251,62,68,161,57,3,1087,717,451,1494,0.301874163,176,1807,1688,621,653,18,62,0,277,57,1688,410,584,587,8,59,0,17,23,38.68483412,1.066350711,3.672985782,0,16.40995261,3.376777251,34.77488152,36.78909953,73.45971564,Y,23.09107636,26.0349586,16.55933763,14.81140754,N,N,N,2017
176,1808,176,176,392,30,297,364,79,136,257,83,5,1643,1125,692,2617,0.264424914,177,1808,3041,859,1642,15,58,2,356,109,3041,566,1548,791,5,57,2,16,56,53.99539625,0.493258796,1.907267346,0.06576784,11.70667544,3.584347254,26.01118053,28.24728708,80.00657678,Y,22.15459525,23.85879489,18.07668898,15.64211808,N,N,N,2017
177,1809,177,177,376,38,233,296,49,63,211,56,3,1325,671,499,1472,0.338994565,178,1809,1606,960,372,7,41,1,160,65,1606,847,345,318,6,40,1,18,31,23.16313823,0.435865504,2.552926526,0.062266501,9.9626401,4.04732254,19.8007472,59.7758406,42.96388543,N,22.33962264,28.37735849,17.58490566,15.9245283,N,Y,N,2017
178,1810,178,178,619,50,334,402,78,105,338,66,8,2000,1004,751,2081,0.36088419,179,1810,2337,1576,371,13,89,0,212,76,2337,1364,351,470,5,87,0,25,35,15.87505349,0.556268721,3.808301241,0,9.071459136,3.25203252,20.11125374,67.4368849,35.98630723,N,20.1,30.95,16.7,16.9,N,Y,N,2017
179,1811,179,179,214,34,147,176,54,66,123,46,1,861,539,350,1418,0.246826516,180,1811,1410,415,707,9,29,0,194,56,1410,298,664,390,4,28,0,7,19,50.14184397,0.638297872,2.056737589,0,13.75886525,3.971631206,27.65957447,29.43262411,77.80141844,Y,20.44134727,24.85481998,17.07317073,14.28571429,N,N,N,2017
180,1812,180,180,298,17,248,240,71,53,175,45,10,1157,763,480,1530,0.31372549,181,1812,1777,951,600,11,40,1,114,60,1777,803,561,342,8,38,1,3,21,33.76477209,0.619020822,2.250984806,0.05627462,6.415306697,3.376477209,19.24592009,53.51716376,53.01069218,N,20.74330164,25.75626621,21.43474503,15.12532411,N,Y,N,2017
181,1813,181,181,142,7,103,138,43,33,76,27,1,570,430,250,916,0.272925764,182,1813,1147,381,578,3,33,0,116,36,1147,286,546,246,2,33,0,13,21,50.39232781,0.261551874,2.877070619,0,10.11333915,3.138622493,21.44725371,33.21708806,71.83958152,Y,24.21052632,24.9122807,18.07017544,13.33333333,N,N,N,2017
182,1814,182,182,140,9,110,136,41,32,98,29,3,598,450,262,1040,0.251923077,183,1814,1284,345,692,5,23,0,169,50,1284,222,647,349,2,20,0,17,27,53.894081,0.3894081,1.791277259,0,13.16199377,3.894080997,27.18068536,26.86915888,81.07476636,Y,22.74247492,23.41137124,18.39464883,16.38795987,N,N,N,2017
183,1815,183,183,213,14,142,218,52,70,158,40,3,910,742,413,1460,0.282876712,184,1815,1723,301,1195,6,20,0,151,50,1723,215,1131,330,5,20,0,4,18,69.35577481,0.348229832,1.160766106,0,8.763784098,2.901915264,19.15264074,17.46952989,88.50841555,Y,23.95604396,23.40659341,15.6043956,17.36263736,N,N,N,2017
184,1816,184,184,454,46,417,336,67,94,322,44,13,1793,907,675,1636,0.412591687,185,1816,1733,1194,380,8,39,5,73,34,1733,1118,355,191,2,38,0,7,22,21.92729371,0.461627236,2.250432776,0.288517023,4.212348529,1.961915753,11.02135026,68.89786497,32.94864397,N,18.73954267,25.32069158,23.25711099,17.95872839,N,Y,N,2017
185,1817,185,185,289,19,294,238,62,74,158,55,7,1196,844,510,1565,0.325878594,186,1817,1650,689,665,10,44,1,171,70,1650,576,616,374,4,44,1,7,28,40.3030303,0.606060606,2.666666667,0.060606061,10.36363636,4.242424242,22.66666667,41.75757576,62.96969697,N,19.89966555,24.1638796,24.5819398,13.21070234,N,Y,N,2017
186,1818,186,186,338,32,312,299,78,66,179,45,2,1351,1129,620,1977,0.313606474,187,1818,2356,1007,985,6,17,4,253,84,2356,827,913,537,4,17,0,16,42,41.80814941,0.25466893,0.721561969,0.169779287,10.7385399,3.565365025,22.79286927,42.74193548,64.60101868,N,22.13175426,25.01850481,23.09400444,13.24944486,N,Y,N,2017
187,1819,187,187,452,30,369,377,115,96,226,68,9,1742,1174,729,2526,0.288598575,188,1819,2594,1046,1180,8,70,3,199,88,2594,864,1125,467,3,68,0,17,50,45.48959136,0.308404009,2.698535081,0.115651503,7.67154973,3.392444102,18.00308404,40.32382421,63.4926754,Y,21.64179104,25.94718714,21.18254879,12.97359357,N,N,N,2017
188,1820,188,188,463,37,500,344,71,68,356,49,5,1893,1171,766,2037,0.376043201,189,1820,2279,1486,518,5,42,1,169,58,2279,1417,490,254,4,42,1,38,33,22.72926722,0.219394471,1.842913559,0.043878894,7.415533129,2.544975867,11.14523914,65.20403686,33.87450636,N,18.17221342,24.45853143,26.4131009,18.80612784,N,Y,N,2017
189,1821,189,189,261,13,185,344,63,128,160,80,3,1237,943,545,1983,0.274836107,190,1821,2119,111,1810,11,2,0,123,62,2119,61,1748,237,7,1,0,20,45,85.41764983,0.519112789,0.094384143,0,5.804624823,2.925908447,11.184521,5.238319962,96.60217084,Y,27.80921584,21.09943411,14.95553759,12.934519,N,N,N,2017
190,1822,190,190,404,39,355,324,60,74,298,59,4,1617,907,631,1661,0.379891632,191,1822,1753,1115,385,4,32,2,162,53,1753,945,355,387,1,28,2,10,25,21.96235026,0.228180262,1.825442099,0.114090131,9.241300627,3.023388477,22.07644039,63.60524815,44.03879064,N,20.03710575,24.98453927,21.95423624,18.42918986,N,Y,N,2017
191,1823,191,191,161,13,132,138,45,53,79,43,3,667,685,338,1386,0.243867244,192,1823,1195,255,743,6,11,0,148,32,1195,165,696,305,0,11,0,8,10,62.17573222,0.50209205,0.920502092,0,12.38493724,2.677824268,25.52301255,21.33891213,87.69874477,Y,20.68965517,24.13793103,19.79010495,11.84407796,N,N,N,2017
192,1901,192,192,409,22,138,364,76,87,327,30,5,1458,494,488,1344,0.363095238,193,1901,1990,1588,118,17,69,0,112,86,1990,1438,104,327,4,67,0,10,40,5.929648241,0.854271357,3.467336683,0,5.628140704,4.32160804,16.4321608,79.79899497,22.36180905,N,24.96570645,28.0521262,9.465020576,22.42798354,N,Y,N,2017
193,1902,193,193,478,32,312,415,69,102,371,55,6,1840,760,650,1529,0.425114454,194,1902,1878,1545,87,7,177,0,15,47,1878,1497,83,82,6,175,0,0,35,4.632587859,0.372736954,9.424920128,0,0.798722045,2.502662407,4.366347178,82.26837061,8.998935037,N,22.55434783,25.97826087,16.95652174,20.16304348,N,Y,N,2017
194,1903,194,194,378,19,164,329,50,84,281,27,3,1335,409,436,1071,0.407096172,195,1903,1308,1121,61,4,65,3,19,35,1308,1080,59,66,0,64,3,6,30,4.663608563,0.305810398,4.96941896,0.229357798,1.452599388,2.675840979,5.04587156,85.70336391,9.709480122,N,24.64419476,28.31460674,12.28464419,21.04868914,N,Y,N,2017
195,1904,195,195,520,29,195,487,84,137,365,29,5,1851,685,634,1537,0.412491867,196,1904,1234,1038,61,3,41,0,48,43,1234,980,57,114,2,41,0,5,35,4.943273906,0.243111831,3.322528363,0,3.889789303,3.484602917,9.238249595,84.11669368,14.1815235,N,26.31010265,28.09292274,10.53484603,19.71907077,N,Y,N,2017
196,1905,196,196,408,19,176,377,55,104,292,28,7,1466,634,525,1306,0.401990812,197,1905,1582,1239,158,8,70,0,71,36,1582,1125,143,209,5,70,0,8,22,9.987357775,0.505689001,4.424778761,0,4.487989886,2.275600506,13.21112516,78.31858407,23.19848293,N,25.71623465,27.8308322,12.00545703,19.91814461,N,Y,N,2017
197,1906,197,197,623,43,257,566,99,152,424,52,5,2221,747,742,1736,0.427419355,198,1906,1665,1390,123,8,69,0,33,42,1665,1319,110,125,6,69,0,6,30,7.387387387,0.48048048,4.144144144,0,1.981981982,2.522522523,7.507507508,83.48348348,14.89489489,N,25.48401621,28.05042774,11.57136425,19.09049977,N,Y,N,2017
198,1907,198,198,452,23,210,430,76,115,362,36,8,1712,596,577,1735,0.332564841,199,1907,1717,1105,211,8,136,0,184,73,1717,941,198,388,2,136,0,11,41,12.28887595,0.465928946,7.920792079,0,10.71636575,4.251601631,22.59755387,64.35643564,34.88642982,N,25.11682243,26.40186916,12.26635514,21.14485981,N,Y,N,2017
199,1908,199,199,289,16,112,263,27,63,225,14,2,1011,321,333,843,0.395017794,200,1908,843,754,27,1,28,0,12,21,843,728,27,38,1,28,0,4,17,3.202846975,0.118623962,3.321470937,0,1.423487544,2.491103203,4.507710558,89.44246738,7.710557533,N,26.01384768,28.58555885,11.07814045,22.25519288,N,Y,N,2017
200,1909,200,200,241,18,100,239,25,66,209,13,6,917,323,310,830,0.373493976,201,1909,844,707,40,1,66,0,11,19,844,661,39,60,0,66,0,3,15,4.739336493,0.118483412,7.819905213,0,1.303317536,2.251184834,7.109004739,83.76777251,11.84834123,N,26.06324973,26.28135224,10.90512541,22.7917121,N,Y,N,2017
201,1910,201,201,467,26,271,366,51,85,299,53,5,1623,777,600,1698,0.35335689,202,1910,1817,1097,474,6,36,3,142,59,1817,928,425,394,4,35,3,6,22,26.08695652,0.33021464,1.981287837,0.16510732,7.815079802,3.247110622,21.68409466,60.37424326,47.77105118,N,22.55083179,28.77387554,16.69747381,18.42267406,N,Y,N,2017
202,1911,202,202,258,16,149,196,54,61,148,35,6,923,633,389,1624,0.23953202,203,1911,1386,469,390,7,73,0,364,83,1386,232,342,694,2,73,0,7,36,28.13852814,0.505050505,5.266955267,0,26.26262626,5.988455988,50.07215007,33.83838384,78.21067821,N,21.23510293,27.95232936,16.14301192,16.03466956,Y,N,N,2017
203,1912,203,203,328,26,233,309,44,79,273,37,0,1329,535,466,1186,0.392917369,204,1912,1133,750,237,7,19,1,74,45,1133,656,220,212,5,18,1,1,20,20.91791703,0.617828773,1.676963813,0.088261253,6.531332745,3.971756399,18.7113857,66.19593998,39.62930274,N,23.25056433,24.68021068,17.53197893,20.54176072,N,Y,N,2017
204,1913,204,204,228,16,131,182,27,49,153,24,2,812,504,329,1102,0.298548094,205,1913,1850,792,581,10,42,5,321,99,1850,516,516,732,2,42,4,9,29,31.40540541,0.540540541,2.27027027,0.27027027,17.35135135,5.351351351,39.56756757,42.81081081,70.97297297,N,22.4137931,28.07881773,16.13300493,18.84236453,N,Y,N,2017
205,2001,205,205,391,32,283,311,38,68,287,33,8,1451,761,553,1524,0.362860892,206,2001,1872,1672,79,4,55,0,44,18,1872,1603,71,115,1,54,0,13,15,4.22008547,0.213675214,2.938034188,0,2.35042735,0.961538462,6.143162393,89.31623932,10.36324786,N,21.43349414,26.94693315,19.50379049,19.77946244,N,Y,N,2017
206,2002,206,206,441,29,277,345,57,74,319,32,4,1578,686,566,1626,0.348093481,207,2002,1786,1285,248,9,67,0,120,57,1786,1129,218,333,3,66,0,7,30,13.88577828,0.503919373,3.751399776,0,6.718924972,3.191489362,18.6450168,71.94848824,32.53079507,N,21.86311787,27.94676806,17.55386565,20.21546261,N,Y,N,2017
207,2003,207,207,301,38,305,206,42,60,207,39,9,1207,793,500,1674,0.298685783,208,2003,1967,1118,543,4,121,0,133,48,1967,1001,508,298,4,121,0,7,28,27.60549059,0.203355363,6.151499746,0,6.761565836,2.440264362,15.14997458,56.8378241,42.75546518,N,17.06710853,24.93786247,25.26926263,17.14995857,N,Y,N,2017
208,2004,208,208,459,26,230,356,36,78,344,37,2,1568,616,546,1208,0.451986755,209,2004,1132,972,74,0,21,0,42,23,1132,941,69,85,0,21,0,3,13,6.537102473,0,1.855123675,0,3.71024735,2.03180212,7.508833922,85.86572438,14.0459364,N,22.70408163,29.27295918,14.66836735,21.93877551,N,Y,N,2017
209,2005,209,209,354,32,367,244,43,60,254,42,10,1406,942,587,1576,0.372461929,210,2005,2961,2444,180,6,183,1,106,41,2961,2324,161,245,4,183,1,10,33,6.079027356,0.202634245,6.180344478,0.033772374,3.579871665,1.384667342,8.274231678,82.53968254,14.35325903,N,17.3541963,25.17780939,26.10241821,18.06543385,N,Y,N,2017
210,2006,210,210,455,38,428,367,40,100,393,44,12,1877,791,667,1663,0.401082381,211,2006,1978,1797,67,8,64,1,17,24,1978,1735,67,82,7,63,1,3,20,3.387259858,0.404448938,3.235591507,0.050556117,0.859453994,1.213346815,4.145601618,90.84934277,7.532861476,N,19.55247736,24.2408098,22.80234417,20.93766649,N,Y,N,2017
211,2007,211,211,303,27,241,231,34,57,254,33,10,1190,502,423,1001,0.422577423,212,2007,1072,977,41,4,28,0,13,9,1072,933,37,62,4,28,0,2,6,3.824626866,0.373134328,2.611940299,0,1.212686567,0.839552239,5.78358209,91.1380597,9.608208955,N,19.41176471,25.46218487,20.25210084,21.34453782,N,Y,N,2017
212,2008,212,212,323,30,219,253,28,67,224,27,4,1175,505,420,1200,0.35,213,2008,1391,1117,113,8,45,0,70,38,1391,1056,102,162,1,45,0,2,23,8.123652049,0.575125809,3.235082674,0,5.032350827,2.731847592,11.64629763,80.30194105,19.76994968,N,21.53191489,27.4893617,18.63829787,19.06382979,N,Y,N,2017
213,2009,213,213,361,32,255,279,34,62,277,49,12,1361,503,466,1332,0.34984985,214,2009,1481,1136,188,1,14,0,109,33,1481,1027,176,243,0,14,0,7,14,12.69412559,0.067521945,0.945307225,0,7.359891965,2.228224173,16.40783255,76.7049291,29.10195814,N,20.49963262,26.52461425,18.73622337,20.35268185,N,Y,N,2017
214,2010,214,214,495,26,447,388,45,84,490,45,7,2027,809,709,1914,0.370428422,215,2010,1488,1248,71,0,95,1,53,20,1488,1191,60,122,0,94,1,8,12,4.771505376,0,6.384408602,0.067204301,3.561827957,1.344086022,8.198924731,83.87096774,12.97043011,N,19.14158855,24.4203256,22.05229403,24.17365565,N,Y,N,2017
215,2011,215,215,250,20,203,207,24,51,200,19,3,977,371,337,775,0.43483871,216,2011,816,732,22,0,40,1,7,14,816,708,18,35,0,40,1,1,13,2.696078431,0,4.901960784,0.12254902,0.857843137,1.715686275,4.289215686,89.70588235,6.985294118,N,21.18730809,25.58853634,20.7778915,20.47082907,N,Y,N,2017
216,2012,216,216,299,28,275,224,30,48,234,35,7,1180,528,427,1057,0.40397351,217,2012,1044,989,15,0,30,0,5,5,1044,974,14,23,0,30,0,0,3,1.436781609,0,2.873563218,0,0.478927203,0.478927203,2.203065134,94.73180077,3.639846743,N,18.98305085,25.33898305,23.30508475,19.83050847,N,Y,N,2017
217,2013,217,217,271,19,237,183,20,46,221,18,10,1025,475,375,966,0.388198758,218,2013,952,858,19,0,56,1,12,6,952,842,19,29,0,56,1,3,2,1.995798319,0,5.882352941,0.105042017,1.260504202,0.630252101,3.046218487,90.12605042,5.042016807,N,17.85365854,26.43902439,23.12195122,21.56097561,N,Y,N,2017
218,2014,218,218,291,30,248,216,18,44,279,29,7,1162,542,426,933,0.45659164,219,2014,915,845,18,1,36,0,6,9,915,828,13,28,1,36,0,1,8,1.967213115,0.109289617,3.93442623,0,0.655737705,0.983606557,3.06010929,92.34972678,5.027322404,N,18.58864028,25.04302926,21.34251291,24.01032702,N,Y,N,2017
219,2015,219,219,379,37,412,248,52,90,251,56,2,1527,885,603,1846,0.326652221,220,2015,2041,1593,160,7,186,0,69,26,2041,1525,140,154,4,185,0,8,25,7.839294463,0.342969133,9.113179814,0,3.380695737,1.27388535,7.545320921,78.0499755,15.38461538,N,16.24099542,24.81990832,26.98100851,16.43745907,N,Y,N,2017
220,2016,220,220,368,36,422,247,39,66,289,46,12,1525,943,617,1848,0.333874459,221,2016,2031,1704,87,2,164,2,45,27,2031,1640,79,126,0,164,1,8,13,4.283604136,0.098473658,8.07483998,0.098473658,2.215657312,1.329394387,6.203840473,83.89955687,10.48744461,N,16.19672131,24.13114754,27.67213115,18.95081967,N,Y,N,2017
221,2017,221,221,459,36,439,348,56,76,396,49,11,1870,942,703,1966,0.35757884,222,2017,1926,1763,55,1,84,0,6,17,1926,1708,52,70,0,84,0,0,12,2.855659398,0.05192108,4.361370717,0,0.31152648,0.882658359,3.634475597,91.53686397,6.490134995,N,18.60962567,24.54545455,23.47593583,21.17647059,N,Y,N,2017
222,2018,222,222,263,27,222,201,25,60,226,31,0,1055,445,375,998,0.375751503,223,2018,1041,908,48,7,59,0,8,11,1041,880,45,45,2,59,0,5,5,4.610951009,0.672430355,5.667627281,0,0.768491835,1.056676273,4.322766571,87.22382325,8.933717579,N,19.0521327,24.92890995,21.04265403,21.42180095,N,Y,N,2017
223,2019,223,223,282,17,264,198,22,57,262,19,7,1128,500,407,996,0.408634538,224,2019,1038,961,11,0,56,0,4,6,1038,927,10,41,0,56,0,2,2,1.05973025,0,5.394990366,0,0.385356455,0.578034682,3.949903661,92.58188825,5.009633911,N,17.55319149,25,23.40425532,23.22695035,N,Y,N,2017
224,2020,224,224,353,36,322,256,40,66,318,37,12,1440,780,555,1777,0.312324142,225,2020,2367,1882,102,1,283,0,50,49,2367,1796,97,135,1,283,0,15,40,4.309252218,0.042247571,11.95606253,0,2.112378538,2.070130967,5.703422053,79.50992818,10.01267427,N,17.77777778,24.51388889,22.36111111,22.08333333,N,Y,N,2017
225,2101,225,225,189,14,123,158,27,56,137,19,5,728,228,239,1774,0.134723788,226,2101,3936,2804,140,8,776,5,78,125,3936,2608,132,298,7,773,3,14,101,3.556910569,0.203252033,19.71544715,0.12703252,1.981707317,3.175813008,7.571138211,71.2398374,11.12804878,N,21.7032967,25.96153846,16.8956044,18.81868132,N,Y,N,2017
226,2102,226,226,40,6,24,28,7,13,28,4,1,151,45,49,1143,0.042869641,227,2102,6796,4675,223,3,1512,0,115,268,6796,4319,204,525,2,1500,0,20,226,3.281341966,0.044143614,22.2483814,0,1.692171866,3.943496174,7.725132431,68.79046498,11.0064744,N,18.54304636,26.49006623,15.89403974,18.54304636,N,Y,N,2017
227,2103,227,227,103,11,55,88,24,34,75,16,3,409,131,135,1356,0.099557522,228,2103,3700,2379,137,6,956,1,101,120,3700,2212,127,256,5,946,1,46,107,3.702702703,0.162162162,25.83783784,0.027027027,2.72972973,3.243243243,6.918918919,64.2972973,10.62162162,N,21.51589242,25.18337408,13.44743276,18.33740831,N,Y,N,2017
228,2104,228,228,96,15,43,75,27,19,71,10,3,359,177,134,1044,0.12835249,229,2104,2966,1914,77,2,596,1,240,136,2966,1775,76,326,1,594,1,101,92,2.596089009,0.067430883,20.09440324,0.033715442,8.091706001,4.585300067,10.99123399,64.53135536,13.58732299,N,20.8913649,26.74094708,11.97771588,19.77715877,N,Y,N,2017
